backend,fps,latency_ms,latency_std,mAP50,mAP50_95,model,n_images,peak_mem_mb,precision
PyTorch-e2e,63.57136624875749,15.730352500006953,2.176833231173617,0.22633296651090157,0.1303067268069655,y8n,120,23.75634765625,FP32
PyTorch-e2e,57.13387896187782,17.502749999999878,2.322453567527591,0.2263287005355926,0.13004889981628,y8n,120,23.32275390625,FP16
PyTorch-e2e,55.9611625800757,17.869535833339494,2.4227901879883107,0.2095010941019552,0.11985213027542388,y5n,120,19.72900390625,FP32
PyTorch-e2e,53.301099197458456,18.761339166672997,2.7508538296786873,0.2094679346332494,0.11938750442538147,y5n,120,27.6240234375,FP16
PyTorch-e2e,58.72819972520441,17.02759500000184,4.3246361898615655,0.28556889661323065,0.1667736028009936,y8s,120,68.880859375,FP32
PyTorch-e2e,57.687090893354565,17.334900833337013,2.5065384233473114,0.2855184622586345,0.16643945583379188,y8s,120,90.45166015625,FP16
